new/used,name,milage,price,id,drive mode,fuel consumption,fuel type,accident history,clean title,one owner?,personal use,factory recall
Used,2020 Ford F-150 XLT," 41,351 mi.","$37,998",f3be2417-4e31-48e3-96ea-dd408736ced3,18–23,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
Used,2014 Ford Mustang V6," 118,900 mi.","$10,495",cd402c94-01bb-4648-a36d-fc222d42d0aa,,,,At least 1 accident or damage reported,Yes,No,No,
Used,2016 Chrysler 200 Limited," 85,748 mi.","$13,999",a441c8e2-1a21-4d93-8c0f-bb2729f48dfd,23–36,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,No,At least 1 open recall reported
Used,2000 Lincoln Town Car Cartier," 128,127 mi.","$3,995",9896ffe3-b1ba-4b8d-b60f-9e731ff6ebda,18–25,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2021 Ford Edge SEL," 29,638 mi.","$27,293",40cd92c2-1208-45a0-a887-5e0c3c86d969,21–28,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2016 Dodge Challenger SRT 392," 43,310 mi.","$36,190",ba9a95fe-2e2c-4c77-8279-712e14941274,14–23,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2016 RAM 3500 Tradesman," 43,948 mi.","$43,560",190a177c-ac67-4e55-ade8-89ef59b86758,–,Four-wheel Drive ,Diesel ,None reported,,Yes,Yes,
Used,2022 Mazda CX-30 2.5 S Carbon Edition," 11,313 mi.","$26,400",1b9097bc-0f09-4acb-8b11-c4567ce119bc,24–31,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 BMW X5 xDrive40i," 52,272 mi.","$37,250",f492674f-15b1-438a-b3ac-3540f50d72c9,20–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 BMW 340 Gran Turismo xDrive," 70,537 mi.","$24,998",f7c205e9-a67e-4569-a662-7c7baa0e21f3,20–30,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2013 Jeep Wrangler Unlimited Sahara," 58,347 mi.","$24,995",d21487df-8577-47d8-9db5-6b1ddb4d0c44,16–21,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2018 Buick LaCrosse Essence," 90,168 mi.","$16,888",439757cd-cef0-4683-84a9-e01b7db2af5c,25–35,Front-wheel Drive ,Hybrid ,None reported,,No,No,
Used,2017 Nissan NV Cargo NV2500 HD SV V6/SV V8," 116,381 mi.","$19,888",060e827b-c3de-4ab8-9378-424d1143e035,–,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,At least 1 open recall reported
Used,2017 INFINITI QX30 Sport," 2,793 mi.","$20,989",dfee2e03-aeaa-4ca9-8541-94379f68ba26,24–33,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,At least 1 open recall reported
Used,2010 Lexus IS 250 Base (A6)," 62,628 mi.","$11,989",bf50e2db-0a2d-497b-be0f-cf09cc2b63b7,21–29,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,Yes,
BMW Certified,2023 BMW 540 i xDrive," 16,516 mi.","$54,890",ae49c6a4-c986-4dfb-94ed-56d9af063179,22–29,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2019 Kia Optima LX," 91,106 mi.","$12,500",c2c7fa79-690b-4758-9f09-0f19524fc92b,24–33,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2019 Audi A7 3.0T Premium Plus," 42,448 mi.","$39,900",84055b40-b06f-4ebb-af51-4b9bd3e566af,22–29,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2021 Dodge Challenger R/T," 50,411 mi.","$25,599",823840c4-acdb-4ee5-85af-71822e7c24d7,15–23,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,
Used,2023 Ford F-150 XL," 2,591 mi.","$46,869",32ce8c5f-597c-4881-9936-8a8ac025db47,"22


",Four-wheel Drive ,– ,None reported,,Yes,Yes,
Used,2022 Dodge Challenger GT," 6,736 mi.","$27,900",7efa37c8-1d8e-458f-8708-1a2ea8d3c0e5,19–30,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
Used,2020 Kia Optima LX," 23,027 mi.","$18,142",029f51e5-5c7d-4c04-8414-2f331421de3d,24–32,Front-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2022 Mazda CX-30 2.5 S Preferred Package," 7,311 mi.","$25,992",e7fa767c-b976-4e60-b577-443d0390663d,24–31,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Ford F-150 XL," 61,873 mi.","$28,997",85a06ba0-45d0-4f53-8ad0-569b1057482c,18–23,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,At least 1 open recall reported
Used,2016 Ford F-150 Platinum," 97,471 mi.","$26,500",78cf4979-8271-493c-825d-96a0e2f2acb2,15–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,At least 1 open recall reported
Used,2016 Ford F-150 XLT," 104,353 mi.","$19,500",2a1eb61d-dc95-4a90-a147-fa2826e9bff6,17–23,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2018 INFINITI QX30 Base," 50,898 mi.","$17,800",8e457776-5317-4340-b2bf-aedf704ec43c,24–33,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,
Honda Certified,2023 Honda Accord EX," 4,320 mi.","$28,988",094a24bf-357c-4937-9ef2-b6e1890be6d1,29–37,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,At least 1 open recall reported
Used,2014 Honda Accord EX," 97,474 mi.","$14,342",c6bc06e5-428a-4349-9748-7728d884e718,27–36,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,b62944e9-d8f9-465e-a62a-dbec6c14e84a,,,,,,,,
Used,2020 Jeep Compass Latitude," 27,007 mi.","$21,500",b36a23f0-85ae-406f-82b2-b3793a828655,22–31,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2020 Chevrolet Impala Premier," 74,973 mi.","$20,000",ff62be62-9e7e-4256-905f-a76473e4b3b8,19–28,Front-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2020 Jeep Compass Latitude," 35,524 mi.","$20,635",bace093d-79e9-4f2b-a078-7a56f508b1d9,22–31,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,At least 1 open recall reported
Used,2015 Ford Mustang V6," 79,453 mi.","$18,997",187f3928-d3b7-4179-872d-c26a40178fbe,17–28,Rear-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
Used,2020 Ford F-150 XLT," 48,415 mi.","$38,988",da3f47c8-51e5-485a-b7df-5b6c3b0e5322,16–22,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,At least 1 open recall reported
Used,2019 Ford F-150 XL," 51,708 mi.","$31,414",c3b416a2-d30e-410b-8182-c42ee06c7d19,18–23,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2014 Dodge Challenger SXT," 54,937 mi.","$19,950",34e8dca4-98ea-47e6-8489-c87349318740,18–27,Rear-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2020 RAM 1500 Big Horn," 22,470 mi.","$41,410",78acc3d0-7b8f-443e-91d7-cb3d12483d6b,19–24,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
Used,2021 Toyota RAV4 XLE," 62,774 mi.","$23,717",11460fb2-0a98-41a8-8b2a-e2f99b2af73f,27–33,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2019 Ford F-150 King Ranch," 140,689 mi.","$31,998",95ef4db2-15ee-4efa-9ff3-ca9cef766c92,17–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2020 Ford F-150 XLT," 63,814 mi.","$32,998",2d9503c8-1fd9-4c5e-af49-18e392e1cade,16–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2016 Ford F-150 XL," 125,210 mi.","$20,888",08fb6e7a-3a92-4f40-adfe-4d2c16d02bf2,18–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Chevrolet Certified,2019 Chevrolet Silverado 1500 RST," 32,132 mi.","$34,999",f1412301-aade-44a4-b95e-8417f9f08b02,19–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2013 Ford F-150 Platinum," 121,187 mi.","$18,995",a0409610-624f-47f9-b9c4-9a34895472a8,"16–0
",Rear-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2020 Jeep Wrangler Unlimited Sahara," 17,395 mi.","$44,777",90bea4a5-493b-4033-9a21-64aea7317b74,17–23,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2018 Jeep Wrangler Unlimited Sport," 84,026 mi.","$27,963",fc908e40-a628-4625-a494-0762b2261f19,17–23,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2017 Jeep Wrangler Unlimited Sport," 119,627 mi.","$21,250",7bf28303-04d8-4400-bb30-59b38a264862,16–21,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Mercedes-Benz AMG GT 63 4-Door," 17,962 mi.","$106,999",cc137433-5b61-493e-9daf-b603c845d901,15–20,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2022 Ford F-150 ," 1,168 mi.","$43,980",f6e5d5cd-c040-4679-8bbb-09b6e014a3e8,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Nissan Sentra S," 33,891 mi.","$18,031",44e7f470-f46c-42af-8722-44e56b787b43,29–39,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2014 BMW X1 sDrive28i," 86,790 mi.","$10,490",96e951fe-36bf-4f12-a966-a94d8147896f,23–34,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,At least 1 open recall reported
Used,2022 Volkswagen Tiguan 2.0T S," 31,572 mi.","$24,255",f8aaff99-2ecf-4dff-a781-47c1fb614dbf,22–29,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2008 Honda Accord LX-P," 176,635 mi.","$6,999",458ff45d-1949-45f1-98d5-a8a7c7528d5b,21–31,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,Yes,
Used,2022 Mazda CX-30 2.5 S Preferred Package," 3,818 mi.","$27,291",2f705080-a27d-4f0d-9196-5aedafff4899,24–31,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2022 Mazda CX-30 2.5 S," 21,248 mi.","$23,988",23e7de0d-2510-465f-9a52-9c526cd8c309,24–31,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Cadillac XT5 Luxury," 88,995 mi.","$20,000",8788389a-d5d3-4bb2-a407-e7d89dd633d5,18–25,All-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
,,,,65561ffa-71bf-46dc-89f2-be17af1b36df,,,,,,,,
Used,2021 Honda Passport EX-L," 36,839 mi.","$31,184",e29265c3-1668-463d-9c8b-74bd519c7288,19–24,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,Yes,At least 1 open recall reported
Used,2020 Lexus RX 350 ," 39,584 mi.","$36,998",34d29a76-8cd3-4746-83ae-edc162ce2d92,20–27,Front-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
Used,2023 Buick Envision Essence," 17,050 mi.","$32,782",f1b46b7c-f406-4892-893e-760ff3e7f99f,23–31,Front-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Honda Certified,2021 Honda Passport EX-L," 39,523 mi.","$30,320",7a021fd8-5fda-467d-b65a-75383561a2e7,19–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Honda Passport Elite," 40,013 mi.","$30,265",b7b7baf1-3973-4e1c-b958-423b1f0737ab,19–24,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,At least 1 open recall reported
Honda Certified,2021 Honda Passport Touring," 37,768 mi.","$32,302",bffd8150-7a46-4e17-ab69-e59092e2acdd,19–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Honda Passport Elite," 36,117 mi.","$31,211",1d68ae76-a968-4e81-bb43-00221a23a2bd,19–24,All-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,At least 1 open recall reported
Used,2021 Jeep Cherokee Latitude Lux," 30,284 mi.","$25,244",3f66eb89-9961-4ae8-8ef4-5de4ae3d06fd,19–27,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
Used,2019 Toyota Tundra Platinum," 69,902 mi.","$40,627",c1d74b62-83c0-4e2b-8555-f77d787cdb43,13–17,Four-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2010 Lexus RX 350 Base," 127,092 mi.","$13,533",c2799aa6-0212-4709-b566-d0c9027390be,18–24,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2017 Lexus RX 350 350," 55,346 mi.","$27,433",f9dd6dc7-e212-4a30-827a-f9bec035960e,19–26,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2021 Honda Passport Elite," 57,106 mi.","$28,500",5fbfc0a4-c537-4eaf-8124-a323fb2535a2,19–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2019 Nissan Rogue SL," 102,243 mi.","$16,793",fa22a7e3-30ac-4e16-891a-2d043545868f,25–32,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,No,
Used,2020 Kia Niro LX," 37,149 mi.","$17,504",1d73bfad-ee2c-4445-95bf-053769b60f05,51–46,Front-wheel Drive ,Hybrid ,At least 1 accident or damage reported,,Yes,Yes,At least 1 open recall reported
Used,2018 Jeep Wrangler Unlimited Rubicon," 52,855 mi.","$35,000",49af06f7-f8bf-4af5-ad46-b9f7d8afa532,17–23,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2018 Ford Flex SEL," 98,918 mi.","$15,950",125ea6fc-1ed7-4bdf-9e7e-398bbce0695c,16–23,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2021 Hyundai Tucson Ultimate," 30,337 mi.","$24,784",9f426c17-a3ec-4828-99df-88579506f10a,21–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Lexus RX 350 350," 91,521 mi.","$27,625",b983fa71-0d87-4805-bb34-eb6faa8bae0c,19–26,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2017 Jeep Wrangler Unlimited Sahara," 54,288 mi.","$27,498",77090501-a2e0-4faa-aecd-668ddf16e5e6,16–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
,,,,52185e86-f2c2-4a7d-9218-5ba8b721c40f,,,,,,,,
Used,2020 Jeep Wrangler Unlimited Sport," 37,306 mi.","$31,180",3bed0f31-908c-471e-9975-6c4ee7bfbb67,17–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2022 Jeep Wrangler Unlimited Sport," 24,467 mi.","$34,674",ea4a09a2-3535-4aaa-9477-1abd826fe840,17–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,55363e18-6b4c-4785-abb9-57dd0330f734,,,,,,,,
Used,2021 Honda Passport Elite," 33,800 mi.","$30,108",3fa10e54-e45d-4b8f-8897-64f9d83892f1,19–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2023 Hyundai Sonata SEL," 5,455 mi.","$24,678",5215cd54-c020-4989-a488-05846bea8dfa,27–37,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2018 Lexus RX 350 Base," 39,079 mi.","$32,799",efc32a34-4a98-4abe-a2bb-3d2beb9e5f40,19–26,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2008 Nissan Rogue SL," 136,566 mi.","$4,900",99c5abd1-2374-4823-995c-0e1ee60e226b,22–27,Front-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
,,,,2e003eb2-580e-46b8-a1bd-c12b3cc635f0,,,,,,,,
Used,2017 Lexus RX 350 350," 87,976 mi.","$28,495",44dfda14-5866-4e98-b46f-42a6cba1b6a3,19–26,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2006 Nissan Altima 2.5 S," 152,225 mi.","$6,995",0f386617-511c-452b-b194-f4c60ae57b9a,23–29,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2016 Subaru WRX STI Series.HyperBlue," 65,647 mi.","$32,963",326ee086-9ef2-4c2a-ac92-ebfaf66cdfc3,17–23,All-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2020 Jeep Cherokee Latitude Plus," 96,047 mi.","$20,980",b6fe522a-a9a2-42f0-b20d-9fec5ab1ca78,21–29,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2022 BMW 330 i," 41,095 mi.","$26,659",9eff937e-9d14-4237-ace6-cf01853cebdc,26–36,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
Used,2012 Jeep Grand Cherokee SRT8," 61,074 mi.","$31,963",91877d73-0ac1-471b-8242-600937fe124e,12–18,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2016 Lexus RX 350 F Sport," 106,507 mi.","$21,998",65046961-56bc-4cbe-adb6-baa6d68f1436,19–26,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Chevrolet Silverado 3500 LTZ," 52,940 mi.","$57,998",034b4d5e-2f39-45d6-8941-13e8aaff89c3,"0–0

",Four-wheel Drive ,Diesel ,None reported,,No,No,
Used,2015 Hyundai Elantra SE," 114,424 mi.","$7,963",9745eef8-21f5-4307-9f04-0e30a1da025c,28–38,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,At least 1 open recall reported
Used,2013 Acura MDX 3.7L Technology," 128,419 mi.","$13,495",6ba5c9e3-d1d7-4185-8dc5-faf4c8d0222b,16–21,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2021 Chevrolet Express 2500 Work Van," 54,969 mi.","$32,998",0354351a-caf5-4458-a9b8-608c222eeae9,–,Rear-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2017 Cadillac XT5 Luxury," 81,663 mi.","$22,500",3a30d4e5-c8d0-49d8-a8ea-a324f364af3a,18–26,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Buick Certified,2020 Buick Envision FWD Preferred," 32,475 mi.","$22,503",2a978231-e861-4403-8e1b-269627c9cecc,22–29,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Lexus RX 350 ," 55,079 mi.","$31,985",6b597953-4da9-4516-8fe8-7114532d003e,19–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2023 Toyota Camry SE," 26,765 mi.","$27,998",7ee84d1b-ac70-4982-bedf-a751a39a79c6,28–39,FWD ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2020 Buick Envision Essence," 48,416 mi.","$20,000",c58dba52-9618-400c-a4fe-08fe33f557dc,21–27,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Jeep Wrangler Unlimited Sahara," 92,831 mi.","$25,900",0ed6ee6b-6cd8-4df0-8c34-6c40e51f0661,16–21,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2018 Cadillac XT5 Luxury," 85,562 mi.","$20,037",a0f30bc7-3ea0-4e89-ada2-2a2e777c6779,18–25,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2013 Ford Fiesta SE," 114,650 mi.","$5,557",37fe7bb0-7281-4198-9661-91c482f3c1dc,29–39,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 RAM 2500 Tradesman," 69,911 mi.","$33,637",8fb37ccb-a87d-4d50-960a-93a6a3efcf35,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,At least 1 open recall reported
Used,2015 Jeep Cherokee Limited," 67,301 mi.","$13,995",8c108b9c-a935-4493-8602-316e4f809440,21–28,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,At least 1 open recall reported
Used,2014 Subaru XV Crosstrek 2.0i Limited," 140,743 mi.","$12,150",2fc4a527-c00c-40f6-9a9c-96fc4eb018a9,25–33,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2021 Honda Pilot EX-L," 41,079 mi.","$31,795",e925aa6d-8dd4-46f0-be8a-a0b9df26d113,19–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2020 Honda Passport Elite," 36,310 mi.","$34,990",2122981b-5db2-4e73-a103-c60d75a210ea,19–24,All-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
Used,2018 Jeep Cherokee Trailhawk," 86,972 mi.","$19,981",31555571-ca7d-426d-b7d6-1b9aaca37def,19–25,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2016 Dodge Challenger SRT Hellcat," 33,512 mi.","$50,900",de268281-c032-4a6d-8f07-2e1bea584bb0,13–21,Rear-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2019 GMC Terrain SLT," 114,781 mi.","$21,490",7da55e81-00f4-4911-89f8-6cad05c9b34d,28–38,All-wheel Drive ,Diesel ,None reported,,Yes,No,
,,,,7a20f437-1d1e-4481-9790-a32fab5075bf,,,,,,,,
Used,2014 Ford F-350 XL," 148,834 mi.","$13,226",709e067c-a7ca-448c-b928-eccd20afbfdf,–,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2012 Hyundai Tucson Limited," 79,780 mi.","$9,900",ff490799-89d2-4918-b8bc-53aa44110469,21–30,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,At least 1 open recall reported
Used,2018 Ford Mustang EcoBoost," 42,767 mi.","$20,926",1887f6cc-8fbb-4f85-b5b7-19493b55ad2a,21–31,Rear-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Cadillac XT5 Sport," 47,148 mi.","$28,500",992ffa9f-2124-4f6e-9b16-89bc2585319c,18–25,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,
Used,2019 Volkswagen Tiguan 2.0T SEL," 77,182 mi.","$19,999",58e8654c-6670-4cdf-ae0d-c3adddb2071e,21–29,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Ford F-150 XLT," 74,462 mi.","$29,000",7155171f-3968-4bd0-95ea-cf22c8ea3dcc,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Jeep Wrangler Unlimited Sport," 32,689 mi.","$31,495",368e0eda-80e7-46cc-9bd4-f5bd492ed0f1,17–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Lexus RX 350 RX 350," 34,218 mi.","$31,000",9545eedb-5127-42ff-ad71-f8e168451bd1,19–26,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2020 Jeep Wrangler Unlimited Sport," 25,711 mi.","$35,888",9003ef11-29c5-4891-aa75-299e7271a96e,17–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2016 Jeep Wrangler Unlimited Sport," 93,093 mi.","$22,500",dce82184-6529-4e1b-89e1-d6d3de46bc18,16–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2021 Mazda CX-30 Preferred," 16,003 mi.","$24,357",48aa0226-4cf8-426b-88a5-acaeba4d879a,24–31,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Hyundai Sonata SEL," 86,500 mi.","$14,500",87ee6a55-fdc8-4aaf-9acc-352b314dea9e,25–33,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2013 Lexus RX 350 Base," 84,561 mi.","$18,965",f5509709-0bd6-4cef-8c3e-4dfb38510847,18–24,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2021 Jeep Wrangler Sport," 29,137 mi.","$32,900",0da63d73-83b2-43d4-8670-881ef55b187e,17–25,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Hyundai Certified,2018 Hyundai Sonata Sport," 78,683 mi.","$15,782",8b9b7035-2eb0-4c89-9036-6360d92e1912,25–35,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2023 Hyundai Sonata SE," 7,806 mi.","$23,682",c017ff52-8bed-4d67-8561-de301f1ebc90,28–38,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2022 Chevrolet Silverado 1500 Custom Trail Boss," 7,661 mi.","$43,574",cdf4b9c4-38ba-40dc-babc-6e10082e1d5e,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2013 Cadillac ATS 2.0L Turbo," 102,331 mi.","$9,985",ee4f13c4-d114-4ace-a56f-d1f66bb031dc,20–30,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,Yes,
,,,,54043b74-04f8-42f1-b218-dedf1d7c53db,,,,,,,,
Used,2021 Chevrolet Silverado 1500 LTZ," 40,695 mi.","$45,900",b5034268-3094-4418-b766-0e0ed13f70c3,14–21,Four-wheel Drive ,Diesel ,None reported,,Yes,Yes,
Used,2022 Jeep Wrangler Unlimited Rubicon," 16,626 mi.","$48,795",ab98048e-06a3-4579-8877-346f479e98f8,17–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Buick Envision Preferred," 66,226 mi.","$18,800",e14d7db6-5c49-4a5d-b6c4-c2a671299ebb,22–29,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
